Bus,name
5687,DE1 0
5689,DE1 0
5691,DE1 0
5693,DE1 0
5695,DE1 0
5696,DE1 0
5699,DE1 0
5701,DE1 0
5703,DE1 0
5704,DE1 0
5706,DE1 0
5709,DE1 0
5711,DE1 0
5722,DE1 0
7399,FR1 0
5749,NL1 0
5751,NL1 0
5753,NL1 0
5754,NL1 0
5755,NL1 0
5756,NL1 0
5758,NL1 0
5759,NL1 0
5760,NL1 0
5762,NL1 0
5763,NL1 0
5765,NL1 0
5767,NL1 0
5780,DE1 0
5783,DE1 0
5784,DE1 0
5786,DE1 0
5787,DE1 0
5789,DE1 0
5792,DE1 0
5793,DE1 0
5796,DE1 0
5803,DK1 0
5805,DK1 0
5815,DK1 0
5822,DK1 0
5957,GB0 Z7
5827,DE1 0
5830,DE1 0
5833,DE1 0
5836,DK1 0
5842,DK1 0
5847,DK1 0
5853,DE1 0
5856,DE1 0
5858,DE1 0
8567,DK1 0
5861,DE1 0
5863,DE1 0
5864,DE1 0
5865,DE1 0
5959,GB0 Z7
5867,DE1 0
5870,DE1 0
5871,DE1 0
5873,DE1 0
5875,DE1 0
5876,DE1 0
5878,DE1 0
5879,DE1 0
5880,DE1 0
5882,DE1 0
5883,DE1 0
5885,DE1 0
5886,DE1 0
5887,DE1 0
5888,GB0 Z12
5889,GB0 Z12
5890,NL1 0
5891,NL1 0
5893,GB0 Z6
5896,GB0 Z5
5898,GB0 Z5
5901,GB0 Z5
5902,GB0 Z5
5904,GB0 Z5
5905,GB0 Z5
5910,GB0 Z5
5912,GB0 Z5
5913,GB0 Z5
5914,GB0 Z6
5917,GB0 Z6
5919,GB0 Z6
5920,GB0 Z6
5922,GB0 Z7
5924,GB0 Z9
5926,GB0 Z9
5927,GB0 Z9
5928,GB0 Z9
5929,GB0 Z9
5934,GB0 Z9
5939,GB0 Z9
5941,GB0 Z9
5942,GB0 Z9
5943,GB0 Z6
5944,GB0 Z7
5946,GB0 Z7
5949,GB0 Z7
5950,GB0 Z7
5951,GB0 Z7
5952,GB0 Z9
5953,GB0 Z7
5954,GB0 Z7
5960,GB0 Z7
5961,GB0 Z7
5962,GB0 Z7
5963,GB0 Z7
5966,GB0 Z7
5967,GB0 Z7
5968,GB0 Z9
5969,GB0 Z9
5971,GB0 Z9
5973,GB0 Z9
5974,GB0 Z9
5976,GB0 Z9
5978,GB0 Z9
5980,GB0 Z9
5981,GB0 Z9
5982,GB0 Z9
5983,GB0 Z9
5984,GB0 Z9
5986,GB0 Z8
5987,GB0 Z8
5988,GB0 Z8
5989,GB0 Z8
5990,GB0 Z8
5992,GB0 Z9
5993,GB0 Z8
5995,GB0 Z8
5996,GB0 Z8
5997,GB0 Z8
5998,GB0 Z8
5999,GB0 Z8
6001,GB0 Z9
6003,GB0 Z11
6004,GB0 Z11
6006,GB0 Z9
6007,GB0 Z8
6009,GB0 Z8
6010,GB0 Z8
6012,GB0 Z11
6013,GB0 Z11
6014,GB0 Z11
6016,GB0 Z11
6018,GB0 Z11
6019,GB0 Z8
6020,GB0 Z8
6021,GB0 Z8
6023,GB0 Z8
6025,GB0 Z8
6026,GB0 Z8
6028,GB0 Z8
6029,GB0 Z8
6030,GB0 Z8
6031,GB0 Z8
6032,GB0 Z8
6033,GB0 Z10
6035,GB0 Z8
6036,GB0 Z8
6037,GB0 Z8
6038,GB0 Z8
6039,GB0 Z8
6040,GB0 Z8
6041,GB0 Z8
6042,GB0 Z8
6043,GB0 Z8
6045,GB0 Z10
6046,GB0 Z10
6047,GB0 Z11
6048,GB0 Z10
6050,GB0 Z11
6051,GB0 Z11
6055,IE4 0
6056,IE4 0
6057,IE4 0
6058,IE4 0
6059,IE4 0
6060,IE4 0
6061,IE4 0
6067,NI1 0
6068,NI1 0
6069,NI1 0
6070,NI1 0
6071,NI1 0
6072,NI1 0
6074,NI1 0
6075,NI1 0
6076,NI1 0
6077,IE4 0
6080,IE4 0
6081,IE4 0
6082,IE4 0
6083,IE4 0
6086,IE4 0
6087,IE4 0
6088,IE4 0
6089,IE4 0
6091,IE4 0
6092,IE4 0
6093,IE4 0
6094,IE4 0
6095,IE4 0
6096,IE4 0
6097,IE4 0
6099,IE4 0
8581,DE1 0
7854,FR1 0
8815,FR1 0
6305,SE2 0
6306,SE2 0
6307,SE2 0
6309,SE2 0
6311,SE2 0
6312,SE2 0
6313,SE2 0
6314,SE2 0
6315,SE2 0
6316,SE2 0
6324,DK2 0
6335,SE2 0
6337,SE2 0
6338,SE2 0
6341,SE2 0
6342,SE2 0
6343,SE2 0
6345,SE2 0
6346,SE2 0
6349,SE2 0
6350,SE2 0
6351,SE2 0
6354,SE2 0
6356,NO2 0
6358,NO2 0
6360,NO2 0
6363,NO2 0
6365,NO2 0
6373,NO2 0
6385,DK1 0
6398,DK1 0
6402,DK1 0
6410,DK1 0
8035,GB0 Z5
6416,DK1 0
6425,DK1 0
6434,DK1 0
6437,GB0 Z1_4
6439,GB0 Z1_4
6440,GB0 Z1_4
6441,GB0 Z1_3
6442,GB0 Z1_3
6443,GB0 Z1_3
6447,GB0 Z2
6448,GB0 Z2
6451,GB0 Z1_4
6453,GB0 Z3
6454,GB0 Z3
6455,GB0 Z5
6457,GB0 Z5
6458,GB0 Z5
6460,GB0 Z2
6462,GB0 Z3
6464,GB0 Z5
6466,GB0 Z5
6467,GB0 Z5
6468,GB0 Z5
6469,GB0 Z5
6471,GB0 Z5
6472,GB0 Z5
6474,GB0 Z5
6475,GB0 Z5
6477,GB0 Z5
6480,GB0 Z5
6482,GB0 Z5
6484,GB0 Z5
6485,GB0 Z2
6486,GB0 Z2
6580,SE2 0
6581,SE2 0
6583,SE2 0
6584,SE2 0
6585,SE2 0
6586,SE2 0
6588,SE2 0
6591,SE2 0
6594,SE2 0
6595,SE2 0
6597,SE2 0
6599,SE2 0
6600,SE2 0
6602,SE2 0
6603,SE2 0
6605,SE2 0
6606,SE2 0
6608,SE2 0
6610,SE2 0
6613,SE2 0
6626,NO2 0
6629,NO2 0
6630,SE2 0
6631,SE2 0
6633,SE2 0
6634,SE2 0
6636,SE2 0
6637,SE2 0
6639,SE2 0
6641,SE2 0
6642,SE2 0
6643,SE2 0
6644,SE2 0
6646,SE2 0
6647,NO2 0
6648,NO2 0
6649,NO2 0
6652,NO2 0
6653,NO2 0
6654,NO2 0
6656,NO2 0
6661,NO2 0
6663,NO2 0
6665,NO2 0
6668,NO2 0
6669,NO2 0
6673,NO2 0
6674,NO2 0
6676,NO2 0
6678,NO2 0
6682,NO2 0
6683,NO2 0
6687,NO2 0
6690,NO2 0
6691,NO2 0
6693,NO2 0
6695,NO2 0
6698,NO2 0
6699,NO2 0
6703,NO2 0
6704,NO2 0
6705,NO2 0
6706,NO2 0
6707,NO2 0
6709,NO2 0
6710,NO2 0
6711,NO2 0
6712,NO2 0
6714,NO2 0
6715,NO2 0
6716,NO2 0
6718,NO2 0
6719,NO2 0
6720,NO2 0
6721,NO2 0
6722,NO2 0
6723,NO2 0
6724,NO2 0
6725,NO2 0
6727,NO2 0
6728,NO2 0
6730,NO2 0
6731,NO2 0
6732,NO2 0
6734,NO2 0
6736,NO2 0
6737,NO2 0
6738,NO2 0
6740,NO2 0
6742,NO2 0
6746,NO2 0
6747,NO2 0
6748,NO2 0
6752,NO2 0
6794,SE2 0
6796,SE2 0
6800,SE2 0
6802,SE2 0
6803,SE2 0
6805,SE2 0
6806,SE2 0
6808,SE2 0
6809,SE2 0
6812,NO2 0
6814,NO2 0
8511,FR1 0
6815,SE2 0
6820,SE2 0
6821,SE2 0
6828,SE2 0
6830,SE2 0
6832,SE2 0
6833,SE2 0
6837,SE2 0
6873,NO2 0
6838,SE2 0
6839,SE2 0
6841,SE2 0
6843,SE2 0
6844,SE2 0
6845,SE2 0
6847,SE2 0
6848,SE2 0
6849,SE2 0
6851,SE2 0
6852,SE2 0
6853,SE2 0
6854,SE2 0
6856,NO2 0
6857,NO2 0
6860,NO2 0
6861,NO2 0
6862,NO2 0
6863,NO2 0
6864,NO2 0
6866,NO2 0
6867,NO2 0
6869,NO2 0
6871,NO2 0
6874,NO2 0
6926,SE2 0
6929,SE2 0
6930,SE2 0
6931,SE2 0
6932,SE2 0
6933,SE2 0
6936,NO2 0
6937,NO2 0
6938,NO2 0
6940,NO2 0
6942,NO2 0
6944,NO2 0
6946,SE2 0
6996,NO2 0
7000,SE2 0
7002,SE2 0
7003,SE2 0
7004,SE2 0
7005,SE2 0
7006,NO2 0
7007,NO2 0
7008,NO2 0
7023,DE1 0
7034,IE4 0
7037,FR1 0
7052,DE1 0
7061,NO2 0
7062,SE2 0
7074,DE1 0
8043,LU1 0
8847,DE1 0
7274,FR1 0
8619,SE2 0
7268,FR1 0
7267,FR1 0
7467,BE1 0
7476,DE1 0
7412,GB0 Z9
8351,DE1 0
8165,IE4 0
7349,FR1 0
7889,DE1 0
7858,FR1 0
8738,FR1 0
7144,FR1 0
7909,GB0 Z10
7633,DE1 0
8473,GB0 Z12
7895,DE1 0
8529,GB0 Z13
8426,SE2 0
7273,FR1 0
8822,FR1 0
7897,DE1 0
8413,FR1 0
8175,DE1 0
8515,GB0 Z13
7143,FR1 0
8225,DE1 0
7347,FR1 0
7462,GB0 Z11
7461,GB0 Z11
8323,SE2 0
8115,DE1 0
8023,GB0 Z9
8710,BE1 0
7783,FR1 0
8692,FR1 0
7718,FR1 0
7361,GB0 Z13
8830,SE2 0
7664,FR1 0
8574,FR1 0
8041,DE1 0
8861,SE2 0
8420,SE2 0
8250,FR1 0
8588,DE1 0
7857,FR1 0
8860,GB0 Z12
8178,FR1 0
8177,FR1 0
7275,FR1 0
7800,NI1 0
8725,DE1 0
8029,GB0 Z8
7464,GB0 Z11
7463,GB0 Z11
7330,DE1 0
8017,GB0 Z7
8116,DE1 0
8189,GB0 Z13
8037,GB0 Z5
7333,DK1 0
8750,SE2 0
8015,GB0 Z2
7635,DE1 0
8707,DE1 0
7914,DE1 0
8745,DE1 0
8605,FR1 0
8448,NO2 0
8829,FR1 0
7269,FR1 0
7787,FR1 0
8344,SE2 0
7631,DE1 0
7630,DE1 0
7319,DE1 0
8271,SE2 0
8599,DE1 0
8616,DE1 0
8756,FR1 0
8284,SE2 0
8310,DE1 0
8309,DE1 0
7689,FR1 0
8168,DE1 0
7152,FR1 0
7272,FR1 0
7946,GB0 Z8
7286,GB0 Z14
7888,DE1 0
7373,DE1 0
7400,FR1 0
7197,NI1 0
8014,GB0 Z14
8290,GB0 Z13
8393,FR1 0
8460,NO2 0
7471,GB0 Z5
7901,DE1 0
8028,DE1 0
8039,DE1 0
8632,BE1 0
7945,GB0 Z13
8042,DE1 0
8497,FR1 0
7782,FR1 0
7149,FR1 0
7661,FR1 0
7318,DE1 0
8181,DE1 0
8717,FR1 0
7856,FR1 0
7812,DE1 0
7328,DE1 0
7903,DE1 0
8752,DE1 0
7855,FR1 0
8033,GB0 Z5
8388,FR1 0
8151,DE1 0
8238,FR1 0
8565,GB0 Z5
8771,FR1 0
7687,FR1 0
8163,FR1 0
7713,DE1 0
8429,FR1 0
8036,GB0 Z5
7978,FR1 0
7947,DE1 0
8697,SE2 0
8246,FR1 0
8596,DE1 0
7146,FR1 0
7454,GB0 Z12
8575,GB0 Z9
8121,DE1 0
7810,DE1 0
7930,FR1 0
7271,FR1 0
7662,FR1 0
7466,GB0 Z11
7465,GB0 Z11
7852,FR1 0
8662,FR1 0
8604,FR1 0
8144,FR1 0
8030,GB0 Z12
8700,FR1 0
7887,NO2 0
7799,SE2 0
8020,GB0 Z3
8769,FR1 0
7672,NI1 0
7332,DK1 0
8790,SE2 0
8643,SE2 0
7264,FR1 0
7953,BE1 0
7474,DE1 0
8459,SE2 0
7665,FR1 0
8245,SE2 0
8427,NI1 0
8394,FR1 0
7374,DE1 0
8291,DE1 0
8141,FR1 0
7263,FR1 0
7929,FR1 0
8414,DE1 0
8480,DE1 0
8806,DE1 0
7976,FR1 0
7862,FR1 0
8548,FR1 0
8489,GB0 Z5
8832,DE1 0
8644,FR1 0
8367,FR1 0
8034,GB0 Z5
8509,FR1 0
7860,FR1 0
8357,DE1 0
7420,DE1 0
8117,DE1 0
8668,SE2 0
8026,GB0 Z9
7969,FR1 0
8142,FR1 0
8685,DE1 0
8653,DE1 0
7363,DE1 0
7362,DE1 0
8712,SE2 0
8777,SE2 0
8101,DE1 0
7455,GB0 Z11
8496,DE1 0
8742,FR1 0
8761,FR1 0
7778,FR1 0
8418,FR1 0
8402,SE2 0
8022,GB0 Z9
8128,DE1 0
8840,SE2 0
7613,DK2 0
7785,FR1 0
8436,FR1 0
8247,FR1 0
8308,FR1 0
8447,FR1 0
7435,FR1 0
7424,DE1 0
7703,DE1 0
7327,DE1 0
8751,SE2 0
8461,FR1 0
8823,FR1 0
8743,FR1 0
7147,FR1 0
8682,SE2 0
8566,FR1 0
8256,SE2 0
7375,DE1 0
8795,FR1 0
8257,SE2 0
7900,DE1 0
7949,DE1 0
7323,BE1 0
7321,DE1 0
7320,DE1 0
8038,DE1 0
8490,DE1 0
7276,IE4 0
7898,DE1 0
8746,SE2 0
8443,DE1 0
7419,DE1 0
8239,SE2 0
8535,SE2 0
8824,FR1 0
8744,GB0 Z5
8102,DE1 0
8706,FR1 0
7315,DE1 0
7457,GB0 Z11
7456,GB0 Z11
8149,BE1 0
8642,FR1 0
8099,DE1 0
8465,FR1 0
8032,GB0 Z5
7907,FR1 0
8540,FR1 0
8139,FR1 0
8541,FR1 0
8025,GB0 Z14
8024,GB0 Z14
8762,FR1 0
7871,DE1 0
8312,DE1 0
8679,FR1 0
8213,FR1 0
8845,SE2 0
7902,DE1 0
7459,DE1 0
8021,GB0 Z8
8781,FR1 0
8578,GB0 Z11
7688,FR1 0
7761,DE1 0
7469,GB0 Z5
7265,FR1 0
7266,FR1 0
8730,FR1 0
8812,SE2 0
8258,SE2 0
8321,FR1 0
8570,SE2 0
7853,FR1 0
8027,GB0 Z9
7444,FR1 0
7329,DE1 0
7952,BE1 0
8016,GB0 Z17
7780,FR1 0
7151,FR1 0
8611,NO2 0
8848,DE1 0
8842,DE1 0
7322,DE1 0
8019,GB0 Z3
7468,DE1 0
7090,FR1 0
7784,FR1 0
8721,FR1 0
7677,DE1 0
7458,GB0 Z13
8283,GB0 Z10
8791,DE1 0
7270,FR1 0
8593,DE1 0
8295,BE1 0
7966,FR1 0
7636,DE1 0
8601,FR1 0
8093,GB0 Z14
7326,DE1 0
8143,FR1 0
8606,SE2 0
8728,DE1 0
8294,FR1 0
8487,FR1 0
8863,DE1 0
8040,DE1 0
8391,DE1 0
7623,DE1 0
8776,FR1 0
7977,FR1 0
8693,SE2 0
8289,FR1 0
8834,DE1 0
7691,IE4 0
8100,DE1 0
7863,FR1 0
8737,DE1 0
8288,FR1 0
7970,FR1 0
8331,DE1 0
7317,DE1 0
7316,DE1 0
8326,FR1 0
7776,FR1 0
7861,FR1 0
8610,DE1 0
8114,FR1 0
7908,GB0 Z11
8613,SE2 0
7372,DE1 0
8804,SE2 0
8164,FR1 0
